-4.3498,4.841,1,2,1,1
-5.7514,4.2749,1,1,1,1
-5.4095,2.84,1,1,1,1
-3.9211,2.306,1,2,1,1
-5.3721,3.2756,1,1,1,1
-5.7001,3.2559,1,1,1,1
-5.594,3.5221,1,1,1,1
-4.8282,2.7229,1,2,1,1
-4.3235,1.6789,1,2,1,1
-5.4335,3.0006,1,1,1,1
-6.403,3.7822,1,1,1,1
-6.6711,2.5739,1,1,1,1
-6.593,3.6319,1,1,1,1
-3.578,1.3712,1,2,1,1
-4.6088,2.9858,1,2,1,1
-5.6096,3.499,1,1,1,1
-6.5653,2.9602,1,1,1,1
-5.5542,1.617,1,1,1,1
-5.9611,2.5144,1,1,1,1
-2.5662,3.5916,1,2,1,1
-4.4801,3.7982,1,2,1,1
-2.7498,3.7844,1,2,1,1
-4.9899,3.4344,1,2,1,1
-5.779,4.7934,1,1,1,1
-5.8989,3.7363,1,1,1,1
-3.7719,4.0909,1,2,1,1
-4.1298,2.8948,1,2,1,1
-6.3031,2.6389,1,1,1,1
-6.1502,3.4717,1,1,1,1
-4.4307,3.9406,1,2,1,1
-6.7005,3.1932,1,1,1,1
-5.0932,3.4517,1,1,1,1
-3.793,3.4759,1,2,1,1
-4.501,3.703,1,2,1,1
-2.5606,3.3799,1,2,1,1
-5.7611,2.2833,1,1,1,1
-4.0224,1.9932,1,2,1,1
-3.4584,4.1116,1,2,1,1
-5.0163,2.5024,1,1,1,1
-4.8899,2.3394,1,2,1,1
-4.9395,2.3216,1,2,1,1
-4.209,3.8053,1,2,1,1
-3.5083,3.4609,1,2,1,1
-6.051,2.7092,1,1,1,1
-2.1528,1.5567,1,2,1,1
-5.1944,4.2461,1,1,1,1
-3.6923,3.1298,1,2,1,1
-3.9919,4.0403,1,2,1,1
-5.3404,1.9657,1,1,1,1
-5.8074,3.3159,1,1,1,1
-4.6801,3.8361,1,2,1,1
-5.0438,5.0068,1,1,1,1
-6.212,2.8899,1,1,1,1
-4.3969,3.9985,1,2,1,1
-5.8124,3.1112,1,1,1,1
-4.4763,3.7842,1,2,1,1
-2.3744,1.9539,1,2,1,1
-4.3252,2.1141,1,2,1,1
-5.3882,3.9485,1,1,1,1
-3.8956,2.2575,1,2,1,1
-5.8613,2.2955,1,1,1,1
-5.3862,2.4771,1,1,1,1
-3.1801,2.0128,1,2,1,1
-5.5838,1.9021,1,1,1,1
-5.9793,3.593,1,1,1,1
-6.233,2.5968,1,1,1,1
-5.5085,4.2999,1,1,1,1
-5.5603,2.8263,1,1,1,1
-3.7139,3.7263,1,2,1,1
-6.3159,2.7806,1,1,1,1
-5.3205,3.8257,1,1,1,1
-6.1956,2.4983,1,1,1,1
-6.3375,2.1521,1,1,1,1
-3.1348,3.9437,1,2,1,1
-4.5567,2.4201,1,2,1,1
-4.4017,3.5996,1,2,1,1
-6.6435,3.0276,1,1,1,1
-4.6387,4.5001,1,2,1,1
-4.629,3.1489,1,2,1,1
-6.1956,2.818,1,1,1,1
-5.8576,3.2363,1,1,1,1
-4.745,4.7458,1,2,1,1
-5.227,4.6428,1,1,1,1
-5.4039,2.6804,1,1,1,1
-5.0167,3.1939,1,1,1,1
-3.1924,3.8357,1,2,1,1
-6.2234,2.9306,1,1,1,1
-4.0504,2.6284,1,2,1,1
-5.28,3.6083,1,1,1,1
-3.2666,3.5576,1,2,1,1
-6.1452,3.9965,1,1,1,1
-3.5618,2.0873,1,2,1,1
-6.0339,3.3687,1,1,1,1
-5.0673,2.4285,1,1,1,1
-4.9278,3.8042,1,2,1,1
-5.9313,0.91438,1,1,1,1
-3.46,2.5692,1,2,1,1
-5.2495,3.6229,1,1,1,1
-4.2153,2.7288,1,2,1,1
-5.6827,2.4131,1,1,1,1
-4.3173,1.9907,1,2,1,1
-5.5751,3.7903,1,1,1,1
-6.0449,4.1894,1,1,1,1
-4.643,3.9806,1,2,1,1
-3.8839,2.5797,1,2,1,1
-2.5983,2.7607,1,2,1,1
-3.8159,2.173,1,2,1,1
-5.0276,3.0753,1,1,1,1
-6.0614,3.0664,1,1,1,1
-4.6877,1.7075,1,2,1,1
-3.8666,2.0982,1,2,1,1
-5.3642,3.0477,1,1,1,1
-5.8824,3.13,1,1,1,1
-5.0516,2.8768,1,1,1,1
-3.2381,1.1224,1,2,1,1
-6.1329,3.9284,1,1,1,1
-5.4868,4.6479,1,1,1,1
-6.0686,5.1189,1,1,1,1
-5.2766,3.8226,1,1,1,1
-3.5139,3.4048,1,2,1,1
-3.2499,3.0684,1,2,1,1
-6.5082,2.7704,1,1,1,1
-5.0799,2.9593,1,1,1,1
-5.243,3.4305,1,1,1,1
-4.3268,2.9452,1,2,1,1
-5.3655,1.1814,1,1,1,1
-3.8698,3.8448,1,2,1,1
-3.4013,3.7354,1,2,1,1
-6.1373,3.6446,1,1,1,1
-6.4823,4.5195,1,1,1,1
-5.1033,3.1054,1,1,1,1
-6.1393,1.7226,1,1,1,1
-4.273,3.1594,1,2,1,1
-6.0003,2.2728,1,1,1,1
-5.4823,3.6379,1,1,1,1
-4.4247,3.0624,1,2,1,1
-7.5362,2.8296,1,1,1,1
-3.5434,2.6003,1,2,1,1
-5.5565,1.4288,1,1,1,1
-4.8981,2.2351,1,2,1,1
-5.9736,2.044,1,1,1,1
-5.0952,5.8292,1,1,1,1
-5.2155,3.8696,1,1,1,1
-7.0778,2.2959,1,1,1,1
-5.7016,3.3454,1,1,1,1
-5.7448,2.6955,1,1,1,1
-3.6329,4.0651,1,2,1,1
-4.7482,3.0747,1,2,1,1
-4.8495,3.035,1,2,1,1
-5.6498,2.8019,1,1,1,1
-5.2312,3.3195,1,1,1,1
-7.3715,2.8557,1,1,1,1
-3.8536,-0.078629,1,2,1,1
-7.1317,2.6632,1,1,1,1
-5.1,2.191,1,1,1,1
-4.118,3.2064,1,2,1,1
-4.4222,5.8289,1,2,1,1
-4.4299,3.7079,1,2,1,1
-5.233,0.78929,1,1,1,1
-4.081,3.5871,1,2,1,1
-4.9167,3.4583,1,2,1,1
-5.1626,1.314,1,1,1,1
-5.45,1.829,1,1,1,1
-5.3183,2.9578,1,1,1,1
-5.2973,3.1421,1,1,1,1
-4.6706,2.3397,1,2,1,1
-4.809,2.5597,1,2,1,1
-3.938,-0.0024543,1,2,1,1
-4.6177,3.5013,1,2,1,1
-6.231,3.6084,1,1,1,1
-6.2512,4.5893,1,1,1,1
-6.7163,4.6042,1,1,1,1
-4.3125,4.0662,1,2,1,1
-5.4516,1.3386,1,1,1,1
-4.8135,2.5552,1,2,1,1
-6.1738,1.9961,1,1,1,1
-4.8247,2.8781,1,2,1,1
-2.7048,2.3678,1,2,1,1
-5.1013,4.1588,1,1,1,1
-4.9035,3.6056,1,2,1,1
-3.9269,3.8904,1,2,1,1
-3.8388,2.8719,1,2,1,1
-3.7514,3.6618,1,2,1,1
-4.9835,2.4071,1,2,1,1
-5.3848,3.0785,1,1,1,1
-5.0012,2.6067,1,1,1,1
-4.4072,2.6601,1,2,1,1
-4.9673,1.6824,1,2,1,1
-4.8801,5.4735,1,2,1,1
-5.3329,1.9094,1,1,1,1
-4.9493,2.6001,1,2,1,1
-6.179,4.82,1,1,1,1
-4.8176,3.1327,1,2,1,1
-4.1344,2.079,1,2,1,1
-3.3224,2.8206,1,2,1,1
-5.6991,1.6761,1,1,1,1
-4.525,2.4953,1,2,1,1
-5.0107,3.1273,1,1,1,1
-6.1413,4.0248,1,1,1,1
-6.0375,2.887,1,1,1,1
-0.59187,4.5804,1,4,2,2
-2.847,4.197,1,3,2,2
-2.7924,2.6104,1,3,2,2
-2.726,2.4142,1,3,2,2
-3.1502,3.8875,1,3,2,2
-1.5436,3.2096,1,4,2,2
-1.5219,2.5299,1,4,2,2
-2.4869,3.5311,1,3,2,2
-0.44207,3.2384,1,4,2,2
-3.5263,1.9945,1,3,2,2
-1.1058,1.8099,1,4,2,2
-3.2732,4.0099,1,3,2,2
-1.363,2.6522,1,4,2,2
-1.3746,2.7092,1,4,2,2
-0.85036,3.0907,1,4,2,2
-3.7419,3.3923,1,3,2,2
-1.7111,4.7685,1,4,2,2
-2.7424,3.7255,1,3,2,2
-2.5538,3.7183,1,3,2,2
-1.4818,1.4405,1,4,2,2
-1.7739,2.53,1,4,2,2
